id	multi	contrast	logFC	PValue	FDR	peptide_ids	phospho_ids	proteins	protein	gene_name	protein_names	sequence_length	n_razor_unique	reverse	contaminant
2767	1	Gib-WT	0.149	0.0407	0.0642	9000;20176;23538;33428;46811	2590;2591	M0QYA8;Q8IV63;M0QYG0;M0R073;M0QZ79;M0QXD7;M0R025;M0R3H2;M0QX88;M0R200	M0QYA8;Q8IV63;M0QYG0;M0R073	VRK3	Inactive serine/threonine-protein kinase VRK3	406	5	NA	NA
2774	1	Gib-WT	-0.163	0.0155	0.0279	8263;34265;42304;47620;47621	2592	M0R205;M0QZB8;M0QZB7;Q14653;M0R0X9;M0QXC8;M0QYT9;M0R0R8;M0R3C2;M0QX56;M0R007;M0R3E9;M0QYX3	M0R205;M0QZB8;M0QZB7;Q14653;M0R0X9;M0QXC8;M0QYT9;M0R0R8;M0R3C2	IRF3	Interferon regulatory factor 3	287	5	NA	NA
2776	1	Gib-WT	2.7e-4	0.995	0.996	6390;9792;11971;54090	NA	M0QZH0;Q96D15	M0QZH0;Q96D15	RCN3	Reticulocalbin-3	169	4	NA	NA
2778	1	Gib-WT	-0.00772	0.939	0.951	20308;20360;36215;38949;46746	NA	Q71SY5;M0QZQ2;M0QYR4	Q71SY5;M0QZQ2	MED25	Mediator of RNA polymerase II transcription subunit 25	747	5	NA	NA
2779	1	Gib-WT	0.193	1.79e-4	7.07e-4	1090;1787;5682;7602;8822;12844;13778;14282;15443;16293;16294;16374;17824;20269;31645;34276;40804;41905;42015;42655;43539;43620;45588;52050;60157	2594;2595;2596;2597;2598;9329	M0QZR4;Q92888;M0QYC1;M0QYS3;M0R2C7;M0QZH8;M0QXV6;M0R3H5	M0QZR4;Q92888;M0QYC1	ARHGEF1	Rho guanine nucleotide exchange factor 1	968	25	NA	NA
2781	1	Gib-WT	0.197	0.0249	0.0419	1601;20666;22589;38399	2600	M0R050;Q9NQT4;M0R102;M0R289	M0R050;Q9NQT4;M0R102	EXOSC5	Exosome complex component RRP46	197	4	NA	NA
2782	1	Gib-WT	0.431	0.0014	0.00366	4458;21543;26870;33976;36091;39622;43504;50882;51375;56673;59891	NA	M0R0F0;M0R0R2;P46782;M0QZN2	M0R0F0;M0R0R2;P46782;M0QZN2	RPS5	"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed"	200	11	NA	NA
2783	1	Gib-WT	-0.175	0.0204	0.0354	6013;6014;29989;35211;35212;44918;47230;50733;52176	2601;2602;2603;2604;2605;9330	M0R0I0;Q9NWV8;M0R3F4;M0R2A4;M0R2K3;M0R193;J3KQS6;M0QXG9;M0R2I2;M0R3H9;M0QYV1	M0R0I0;Q9NWV8;M0R3F4;M0R2A4;M0R2K3;M0R193;J3KQS6;M0QXG9;M0R2I2	BABAM1	BRISC and BRCA1-A complex member 1	225	9	NA	NA
2784	1	Gib-WT	-0.139	0.018	0.0319	16857;30969;36251;40928;58284;58936;58937	NA	M0R0N4;X6R390;M0QYZ2;P53680;M0QZ21;M0R1S0	M0R0N4;X6R390;M0QYZ2;P53680	AP2S1	AP-2 complex subunit sigma	144	7	NA	NA
2785	1	Gib-WT	-0.088	0.0391	0.062	346;2036;4673;5407;5576;17041;18280;21213;24179;30437;30438;31265;32377;36279;39503;40633;41372;41475;51920;51921;52957;54229;56674;57005;57453;57793	2606;2607;2608;2609;2610;2611;9331;9332	M0R0P8;Q13459;M0R300;M0QXP0;M0R240;M0QZY4;M0R2J3;M0R332	M0R0P8;Q13459;M0R300	MYO9B	Unconventional myosin-IXb	2157	26	NA	NA
2786	1	Gib-WT	0.276	0.0962	0.134	15895;17103;35346;39803;58119	NA	P61018;M0R0X1;A0A087WYT5	P61018;M0R0X1	RAB4B	Ras-related protein Rab-4B	213	5	NA	NA
2787	1	Gib-WT	0.44	2.37e-5	1.58e-4	2627;8752;24421;28296;36838;45765;48337;48338;54861	2612;2613	M0R3D6;M0R1A7;M0R117;Q02543;M0R0P7	M0R3D6;M0R1A7;M0R117;Q02543;M0R0P7	RPL18A	60S ribosomal protein L18a	141	9	NA	NA
2789	1	Gib-WT	0.27	0.00122	0.00327	1238;4008;26774;47227	2614	O43633;M0R1T5;M0R1L7	O43633;M0R1T5;M0R1L7	CHMP2A	Charged multivesicular body protein 2a	222	4	NA	NA
2792	1	Gib-WT	0.277	4.03e-6	4.9e-5	3717;8080;12829;16208;16666;19295;20730;31463;50203;60633;60634	NA	M0R210;P62249;M0R3H0;M0R1M5;M0QX76;Q6IPX4	M0R210;P62249;M0R3H0	RPS16	40S ribosomal protein S16	129	11	NA	NA
2794	1	Gib-WT	0.111	0.09	0.127	10019;21393;29859	NA	M0R2A0;Q5UCC4	M0R2A0;Q5UCC4	EMC10	ER membrane protein complex subunit 10	371	3	NA	NA
2795	1	Gib-WT	0.196	7.64e-5	3.75e-4	647;8384;10545;11452;14859;15860;24438;30564;39470;44925;52556;53692;56342;56935;57174;57251;58252;60608	NA	M0R2B7;P28340;A0A087WYJ2;M0QZR8;A0A2R8Y705;A0A2R8Y7K6;M0QXE6;M0QXQ2;M0R3H8	M0R2B7;P28340;A0A087WYJ2;M0QZR8	POLD1	DNA polymerase;DNA polymerase delta catalytic subunit	1133	18	NA	NA
2797	1	Gib-WT	0.128	0.254	0.313	2930;11161;21114;50232;59091	NA	M0R2K9;M0R2Q6;M0R1Q0;M0R1S6	M0R2K9	FKBP8	Peptidyl-prolyl cis-trans isomerase	257	5	NA	NA
2798	1	Gib-WT	-0.36	2.72e-5	1.73e-4	17446;20376;20759;20760;21468;49347	2617;2618;2619;9334	M0R2P6;Q8TBC3;M0R0S1;M0R0S2;M0QZF4;M0QYB1;M0R0E3;M0R2U6;M0QZF2;M0R204;M0QYJ9;H0Y5P8;M0R1G0;M0QZE8;M0R0K4	M0R2P6;Q8TBC3;M0R0S1;M0R0S2;M0QZF4;M0QYB1;M0R0E3	SHKBP1	SH3KBP1-binding protein 1	682	4	NA	NA
2799	1	Gib-WT	0.271	6.94e-6	6.98e-5	1588;5770;6395;6993;8354;16057;16678;18016;18958;35989;38481;44724;48516;52676;55713;59583	2620;2621	M0R2Z9;Q8IX01;M0R3F6;M0R065;M0R216	M0R2Z9;Q8IX01;M0R3F6	SUGP2	SURP and G-patch domain-containing protein 2	1096	16	NA	NA
2800	1	Gib-WT	0.388	0.00134	0.00353	462;1022;33744	2622;2623	M0R344;Q9NRA0;E9PCV4;M0QXX5;M0R0E9;A0A075B7A1	M0R344;Q9NRA0;E9PCV4	SPHK2	Sphingosine kinase 2	663	3	NA	NA
2804	1	Gib-WT	-0.623	8.81e-5	4.17e-4	1961;3379;20896	NA	O00115;K7ENE5	O00115	DNASE2	Deoxyribonuclease-2-alpha	360	3	NA	NA
2805	1	Gib-WT	-0.0638	0.118	0.161	631;14913;14931;15382;15980;16133;16664;19790;20980;39204;51465	2625;9335	O00116;A0A1B0GWA2;B8ZZ81;A0A2R8YEL0	O00116;A0A1B0GWA2;B8ZZ81;A0A2R8YEL0	AGPS	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	658	11	NA	NA
2806	1	Gib-WT	0.117	0.00257	0.00607	1669;1670;13156;17140;19930;21635;22648;27805;33935;36511;42739;56625	9336	O00148;K7EQN7;K7EPJ3;A0A0D9SEM9;K7EN69;K7ENP6;K7EL56;K7EIL8	O00148;K7EQN7	DDX39A	ATP-dependent RNA helicase DDX39A	427	12	NA	NA
2807	1	Gib-WT	-0.25	0.033	0.0537	7440;18416;19563;23166;39085;44116;49930;49931;54054;58299;58300	2626	O00151	O00151	PDLIM1	PDZ and LIM domain protein 1	329	11	NA	NA
2808	1	Gib-WT	0.0273	0.399	0.463	633;1101;18421;25443;31949;35394;40012;46782;46783;52222;56108	2627	O00154;K7EKP8	O00154;K7EKP8	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	380	11	NA	NA
2810	1	Gib-WT	-0.318	4.15e-6	4.99e-5	2615;8808;24217;34977;41389;51555;52035;53492	2629	O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0;H3BV99;H3BP15;H3BQY9;H3BR99;H3BNG6;H3BU94	O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0;H3BV99;H3BP15;H3BQY9	SNAP23	Synaptosomal-associated protein 23;Synaptosomal-associated protein	211	8	NA	NA
2811	1	Gib-WT	0.368	7.52e-5	3.7e-4	7228;16770;24451;50857;52826	NA	O00165;E9PIQ7;Q5VYD6	O00165;E9PIQ7	HAX1	HCLS1-associated protein X-1	279	5	NA	NA
2812	1	Gib-WT	-0.0561	0.416	0.479	2530;6183;18873;19902;22440;51807;55081;60771	2630	O00170;E9PMH2;V9GYQ3	O00170;E9PMH2;V9GYQ3	AIP	AH receptor-interacting protein	330	8	NA	NA
2813	1	Gib-WT	0.136	0.00868	0.017	7187;31772;34337;42087;42683;44114;47836;49093;52379;54420;55884	2631;2632;2633	O00178;B0QY59;F5H716;H0YGA8;F8WAZ4	O00178	GTPBP1	GTP-binding protein 1	669	11	NA	NA
2814	1	Gib-WT	-0.174	0.00549	0.0115	3776;5791;15992;24317;29001;42442;44353;50790;53039	NA	O00186	O00186	STXBP3	Syntaxin-binding protein 3	592	9	NA	NA
2816	1	Gib-WT	-0.093	0.0372	0.0592	11003;12062;12153;12473;14892;31750;34693;34728;36313;36436;36904;40104;41360;45385;51364;52667;58118;58978	2634	O00203;H0YBD0	O00203	AP3B1	AP-3 complex subunit beta-1	1094	18	NA	NA
2817	1	Gib-WT	0.132	0.00631	0.0129	53;1571;4751;8128;11023;32640;33566;34615;42698;46334;51193;53262;53919;53944;57057;57960;60213	2635	O00231;J3QRY4;J3QS13	O00231	PSMD11	26S proteasome non-ATPase regulatory subunit 11	422	17	NA	NA
2818	1	Gib-WT	-0.0427	0.381	0.446	2964;9122;14590;16608;21373;21374;25357;26724;27404;27405;28846;30275;32263;35217;50153;53331;54891;57981	NA	O00232;J3KTJ5;J3KSK1	O00232	PSMD12	26S proteasome non-ATPase regulatory subunit 12	456	18	NA	NA
2820	1	Gib-WT	-0.278	4.46e-5	2.5e-4	307;10963;11111;11595;20963;29395;47300;60098	NA	O00257;F8WCW6	O00257	CBX4	E3 SUMO-protein ligase CBX4	560	8	NA	NA
2821	1	Gib-WT	0.0803	0.338	0.401	12203;12204;12205;17903;18596;19949;25239;26549	2638;2639;2640;9339	O00264	O00264	PGRMC1	Membrane-associated progesterone receptor component 1	195	8	NA	NA
2822	1	Gib-WT	0.226	6.71e-5	3.41e-4	5469;7096;8862;9121;10009;10300;12624;15270;16282;16501;19863;22273;23054;25327;27766;30736;32930;34214;34964;42706;45216;48224;48887;52325;52402;52444;54962;57213;58169	2641;2642;9340	O00267;M0QYL9;M0R105;M0R2M5	O00267	SUPT5H	Transcription elongation factor SPT5	1087	29	NA	NA
2823	1	Gib-WT	0.149	0.00504	0.0107	3611;6819;8488;17965;25077;26031;28449;42411;53729	NA	O00268;A0A0G2JRY5;V9GY14;V9GY03	O00268;A0A0G2JRY5	TAF4	Transcription initiation factor TFIID subunit 4	1085	9	NA	NA
2824	1	Gib-WT	0.325	5.01e-4	0.00156	288;860;5213;17731;28358;32836;33022;35229;39523;58490	2643	O00273;K7ERT1	O00273	DFFA	DNA fragmentation factor subunit alpha	331	10	NA	NA
2825	1	Gib-WT	0.0151	0.769	0.806	41730;47426;50333	NA	O00287	O00287	RFXAP	Regulatory factor X-associated protein	272	3	NA	NA
2826	1	Gib-WT	0.132	0.00765	0.0152	1068;2767;2858;4610;9398;9632;9662;11583;13275;13816;22046;29067;42408;48513;49624;56082;60366	NA	O00291;C9JMG5	O00291	HIP1	Huntingtin-interacting protein 1	1037	17	NA	NA
2827	1	Gib-WT	-0.17	0.00581	0.012	11598;19142;22110;24631;28688;30817;38282;56034	2644;9341	O00299	O00299	CLIC1	Chloride intracellular channel protein 1	241	8	NA	NA
2828	1	Gib-WT	-0.0319	0.314	0.375	2481;52671;53390	2645	O00308;H3BPJ8;H3BRX8;H3BS79	O00308	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	870	3	NA	NA
2829	1	Gib-WT	-0.173	8.3e-4	0.00238	10134;10135;12190;19775;23359;26288;33822;39286;57937	NA	O00330;E9PLU0;E9PRI6;H0YD97	O00330	PDHX	"Pyruvate dehydrogenase protein X component, mitochondrial"	501	9	NA	NA
2830	1	Gib-WT	-9.62E-04	0.981	0.984	32663;34195;45646;60508	NA	O00400;H7C562;A0A2R8YF57;H7C577;A0A2R8YEX5;A0A2R8Y359;H7C532;A0A2R8Y5I5;A0A2R8Y6H1	O00400;H7C562;A0A2R8YF57	SLC33A1	Acetyl-coenzyme A transporter 1	549	4	NA	NA
2831	1	Gib-WT	-0.239	0.00727	0.0146	6271;6795;17905;37859;48905;55906	10569	O00401	O00401	WASL	Neural Wiskott-Aldrich syndrome protein	505	6	NA	NA
2832	1	Gib-WT	0.0451	0.316	0.378	2784;12247;12601;14185;22860;28053;29183;32061;32750;34776;35613;37449;38502;39409;41128;43505;46964;48928;50023;51597;54019;54450;55847;56942;58943;58987	NA	O00410;H0Y8C6;E7ETV3;E7EV12;E7EQT5;C9JQT6;C9JZD8;E7ETV8;E7ESZ1;E7EWK4;E7EX05;H0Y3V4;C9JXE0;C9J875	O00410;H0Y8C6	IPO5	Importin-5	1097	26	NA	NA
2833	1	Gib-WT	0.377	7.5e-6	7.32e-5	6903;24759;30868;31733;33421;38699;39524;40988;46794;48656	NA	O00411;K7EMH3;K7ESD1	O00411;K7EMH3	POLRMT	"DNA-directed RNA polymerase, mitochondrial"	1230	10	NA	NA
2834	1	Gib-WT	-1.3	1.12e-7	7.31e-6	1850;6919;14861;28610;28945;29792;32072;59642;60471	2646;2647;10570	O00418;H3BRH4	O00418	EEF2K	Eukaryotic elongation factor 2 kinase	725	9	NA	NA
2835	1	Gib-WT	-0.0101	0.748	0.79	12801;13741;21656;27414;57792	NA	O00422;H7BZW6;U3KQ12;U3KPY7	O00422;H7BZW6	SAP18	Histone deacetylase complex subunit SAP18	153	5	NA	NA
2836	1	Gib-WT	-0.467	5.73e-6	6.22e-5	1377;2702;3587;9350;13973;16199;17644;20563;23842;24348;25024;25063;26306;27543;36180;40345;46201;53717;54434	2648	O00425;F8WD15	O00425	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	579	16	NA	NA
2837	1	Gib-WT	-0.178	2.17e-4	8.23e-4	1395;6151;7407;16277;19544;22089;23159;24951;25557;28424;29719;30518;31644;34733;37217;38531;39937;43393;46299;47896;49628;53313;59647	2649	O00429;F8VZ52;B4DPZ9;B4DDQ3;F8W1W3;F8VUJ9;H0YHY4;F8VR28;F8VYL3	O00429	DNM1L	Dynamin-1-like protein	736	23	NA	NA
2838	1	Gib-WT	0.0852	0.0377	0.06	8801;19272;28237;40962;44797;55117	NA	O00442;A6NIC1	O00442	RTCA	RNA 3-terminal phosphate cyclase	366	6	NA	NA
2839	1	Gib-WT	-0.297	3.88e-6	4.8e-5	4590;8782;9725;11183;15880;23885;28630;43942;46383;47049;49955;50441;52254;57145;57432	2650;2651;2652	O00443;A0A0C4DGF9;E9PPP3	O00443	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1686	15	NA	NA
2840	1	Gib-WT	-0.228	3.95e-5	2.29e-4	486;10561;11420;17018;23753;24434;31932;35724;36778;51151;58364	10571	O00459;E9PFP1;A0A5F9ZHY3;V9GYJ4;A0A087X257;A0A7I2U3A3	O00459;E9PFP1	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	728	11	NA	NA
2841	1	Gib-WT	0.125	0.00489	0.0104	766;3187;9002;10582;10639;17423;29125;29602;37730;39415;40479;44082;59904;60286;60328	2653	O00461;F8W785	O00461;F8W785	GOLIM4	Golgi integral membrane protein 4	696	15	NA	NA
2842	1	Gib-WT	-0.127	0.0175	0.031	12808;15524;22814;29957;30822;31971;37177;42258;44725;46054;51877	NA	O00471;F8W9B8;A0A0A0MSI8	O00471;F8W9B8;A0A0A0MSI8	EXOC5	Exocyst complex component 5	708	10	NA	NA
2843	1	Gib-WT	0.0407	0.43	0.493	1473;6886;7730	NA	O00479	O00479	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	90	3	NA	NA
2844	1	Gib-WT	-0.223	0.0211	0.0365	17935;30612;40562	NA	O00483	O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4	81	3	NA	NA
2845	1	Gib-WT	-0.0742	0.135	0.18	5890;5947;5948;13894;27819;36116;49715;58042	NA	O00487	O00487	PSMD14	26S proteasome non-ATPase regulatory subunit 14	310	8	NA	NA
2846	1	Gib-WT	0.523	4.53e-6	5.26e-5	29121;41076;59369	2654;9342;9343	O00488;A9J4F5	O00488	ZNF593	Zinc finger protein 593	134	3	NA	NA
2848	1	Gib-WT	-0.252	3.63e-4	0.00121	1611;10605;24399;36799;37905;38681;57165	2656	O00505;H0Y4S9	O00505	KPNA3	Importin subunit alpha-4	521	4	NA	NA
2849	1	Gib-WT	-0.204	8.52e-4	0.00243	4269;6306;25681;31073;32965;32982;35517;40254;46167;47557;48582;48857;53526	2657;2658;2659;2660;2661;9344;9345	O00512	O00512	BCL9	B-cell CLL/lymphoma 9 protein	1426	13	NA	NA
2851	1	Gib-WT	-0.192	0.164	0.214	6908;14765;43922;48921	2662	O00562;E9PMS0;E9PSD1	O00562	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	1244	4	NA	NA
2852	1	Gib-WT	0.149	0.00111	0.00304	11226;24738;28046;28287;35863;47701;48883;49969;56460;57668	2663;2664;2665	O00566;U3KQ48	O00566;U3KQ48	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	681	10	NA	NA
2853	1	Gib-WT	0.307	9.16e-5	4.3e-4	4622;10904;11736;11804;11898;13537;15609;16005;17537;20277;24929;28683;28989;29709;30795;30926;33356;40699;41952;45365;49148;56221;58170;60110	2666;2667;2668;2669;2670;2671;2672;2673;9346	O00567;A0A494C128;Q5JXT2;H0YDU4;H0Y653	O00567;A0A494C128	NOP56	Nucleolar protein 56	594	24	NA	NA
2854	1	Gib-WT	-0.412	6.09e-7	1.73e-5	5570;7114;19314;29075	NA	O00592;G3V0E6	O00592	PODXL	Podocalyxin	558	4	NA	NA
2856	1	Gib-WT	-0.00248	0.93	0.943	14647;19038;19431;35710;36168;39004;45861;57750	NA	O00625	O00625	PIR	Pirin	290	8	NA	NA
2857	1	Gib-WT	0.139	0.0227	0.0386	2616;18117;34487;37996;40639;57765;59889	NA	O00743;Q5T1S7	O00743	PPP6C	"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed"	305	7	NA	NA
2858	1	Gib-WT	0.312	1.95e-5	1.39e-4	7789;16953;23055;32770;34346;40498;53548;54427;58480	NA	O00754;M0R2P5;M0QZ24;M0QZG6	O00754	MAN2B1	Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide	1011	9	NA	NA
2859	1	Gib-WT	0.311	8.59e-6	8.01e-5	18049;58821;59902	NA	O00762;A0A087WVK1;K4DI81;A0A0A0MSE8	O00762;A0A087WVK1	UBE2C	Ubiquitin-conjugating enzyme E2 C	179	3	NA	NA
2860	1	Gib-WT	0.0946	0.0664	0.0978	4426;24794;56351;59187	NA	O00764;F2Z2Y4;A8MV33	O00764;F2Z2Y4	PDXK	Pyridoxal kinase	312	4	NA	NA
2861	1	Gib-WT	-0.775	1.25e-6	2.63e-5	7110;21587;56313	NA	O00767	O00767	SCD	Acyl-CoA desaturase	359	3	NA	NA
2863	1	Gib-WT	-0.0938	0.0336	0.0544	82;2368;3397;4001;8262;11484;12792;13198;13611;17271;17289;18735;19421;20836;22310;24593;25115;26856;28301;36589;37914;39528;39529;42054;43307;43403;44323;45868;47281;48846;50728;54579;56996;57515;59764	62;63;2677;2678;2679	O14497;H0Y488;A0A1B0GTU5;H0YCU6;H0YEW5	O14497;H0Y488;A0A1B0GTU5	ARID1A	AT-rich interactive domain-containing protein 1A	2285	35	NA	NA
2865	1	Gib-WT	0.456	9.6e-5	4.46e-4	3322;10776;20690;44550;48660;48661;49087	2685;2686	O14523;E9PK05	O14523;E9PK05	C2CD2L	C2 domain-containing protein 2-like	706	7	NA	NA
2866	1	Gib-WT	0.593	2.16e-8	3.28e-6	4730;22891;29462;30673;34196;56074	2687;10572	O14530;B8ZZX4;F8WCJ3;F8WBV5;G3XAJ4	O14530;B8ZZX4;F8WCJ3;F8WBV5;G3XAJ4	TXNDC9	Thioredoxin domain-containing protein 9	226	6	NA	NA
2868	1	Gib-WT	-0.339	7.7e-6	7.44e-5	1869;3523;9692;23255;27451;29497;33477;39058;44589	2688;2689;2690;2691	O14545;F8VNX8;S4R2Z9;F8VVF3;F8VWK2	O14545	TRAFD1	TRAF-type zinc finger domain-containing protein 1	582	9	NA	NA
2871	1	Gib-WT	0.0617	0.164	0.214	3111;5364;6080;6481;8303;9245;11000;15049;17913;26462;28698;32014;34026;34170;37880;43823;44456;45140;45172;47428;57328	2692;2693;9348	O14578;H7BYJ3;A0A7I2V365;A0A7I2V4A6;A0A7I2V4I0;A0A7I2V692;A0A7I2V4H7;A0A7I2YQJ8;A0A7I2V2G7;F5H4K4	O14578;H7BYJ3;A0A7I2V365;A0A7I2V4A6;A0A7I2V4I0;A0A7I2V692;A0A7I2V4H7	CIT	Citron Rho-interacting kinase	2027	21	NA	NA
2874	1	Gib-WT	0.0419	0.201	0.256	1477;3144;4919;6001;6114;14409;21765;23303;25200;28090;32053;32495;34596;37068;54713;56810;57847;59703	2694;10573	O14617;A0A2R8Y4J3;K7ERW8;K7ELX8	O14617	AP3D1	AP-3 complex subunit delta-1	1153	18	NA	NA
2876	1	Gib-WT	-0.0989	0.0171	0.0305	11742;16053;17592;18290;21601;25260;31207;31237;36189;36190;36540;37284;38764;40060;41472;42565;43883;43903;47202;48647;48678;48906;49142;53680;54263;60383	2696;2697;2698;2699;9349;9350	O14646;H0Y8V4;A0A087WVF4	O14646	CHD1	Chromodomain-helicase-DNA-binding protein 1	1710	26	NA	NA
2877	1	Gib-WT	-0.0766	0.142	0.189	376;6530;8766;11508;16037;18332;21850;26060;27899;31237;35018;36189;36540;41413;46138;47968	2700;2701	O14647;A0A1B0GTU9;A0A0D9SEP7;A0A0D9SGK0;B7Z3I4;A0A0D9SFV8;A0A0D9SEU0;A0A1B0GTM9;A0A0D9SF92;A0A0D9SFA3;A0A0D9SFI3	O14647;A0A1B0GTU9	CHD2	Chromodomain-helicase-DNA-binding protein 2	1828	13	NA	NA
2879	1	Gib-WT	-0.185	0.00258	0.00607	21182;34706;36898;54109	NA	O14657;H0Y7C8	O14657	TOR1B	Torsin-1B	336	4	NA	NA
2880	1	Gib-WT	-0.564	9.16e-7	2.22e-5	2699;6245;9958;11101;17286;19483;23519;39678;46735;51554;59469;59470;59502	NA	O14672;C9J9B4;H3BS53;H0YK87;H0YNC5	O14672	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	748	13	NA	NA
2881	1	Gib-WT	-0.203	0.145	0.193	5859;15962;56558	NA	O14678;E9PPB6;E9PI46;G3V3W1;H0YJ78;G3V4U7	O14678	ABCD4	ATP-binding cassette sub-family D member 4	606	3	NA	NA
2882	1	Gib-WT	0.12	0.0467	0.0724	5355;17297;19677;53860	2702;2703	O14681;B7ZB74;E9PLB8;E9PL33;E9PM05;E9PS58;E9PK61	O14681;B7ZB74	EI24	Etoposide-induced protein 2.4 homolog	340	4	NA	NA
2884	1	Gib-WT	0.0749	0.0406	0.064	3269;3645;4981;5232;5267;6526;8020;10915;13472;17563;17923;18456;20581;21477;21937;25509;25644;25777;29235;29784;33370;33379;33522;38990;40518;42079;43459;45579;46428;51943;56068;57439	2704;2705;2706;2707;2708;2709;2710;2711;2712;2713;2714;2715;2716;2717;9351;9352;9353;9354	O14686;A0A3B3ISC8;H0YEF2	O14686	KMT2D	Histone-lysine N-methyltransferase 2D	5537	32	NA	NA
2885	1	Gib-WT	0.277	0.411	0.475	4087;9605;11214;11215;14560;15930;16073;16682;19125;23443;25295;27721;30215;31590;31705;31905;32244;32687;37014;38184;47226;48444;49199;50604;50957;54984;57645;60627	1251;1252;1253;1254;1255;2718;2719;9027;9029	Q99666;O14715;J3KQ37;F8W705;C9J1W9;C9JF75	Q99666;O14715;J3KQ37	RGPD5;RGPD8	RANBP2-like and GRIP domain-containing protein 5/6;RANBP2-like and GRIP domain-containing protein 8	1765	3	NA	NA
2886	1	Gib-WT	0.361	2.59e-4	9.39e-4	31445;47051;50400	NA	O14733	O14733	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	419	3	NA	NA
2887	1	Gib-WT	0.0709	0.3	0.362	989;5970;22665;28535;28791;33471;56483;57321;57487;59511	2720	O14737;K7EQA1;Q3HM38;X6R2P6;K7ESJ4	O14737;K7EQA1	PDCD5	Programmed cell death protein 5	125	10	NA	NA
2888	1	Gib-WT	-0.031	0.444	0.508	507;7091;7100;9380;10377;12016;12431;13010;16002;20736;44575;56771;56845;60459	NA	O14744;G3V580;G3V5L5;H0YJX6;H0YJD3;G3V2L6;H0YJ77;H7BZ44;G3V2X6;C9JSX3;G3V507;H0YJY6;G3V2F5;G3V5T6	O14744	PRMT5	"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed"	637	14	NA	NA
2889	1	Gib-WT	0.00704	0.852	0.878	4485;10827;15218;15307;20823;26476;31916;34215;34232;40413;43941;44233;49352	2721	O14745;J3QRP6;J3QRA3	O14745;J3QRP6	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	358	13	NA	NA
2890	1	Gib-WT	0.0411	0.299	0.36	5901;5902;24120;24331;44382;51159;57643;57812	2722	O14757;E9PQW7;E9PJI4;E9PKQ3;E7EPP6;A0A087WT52;E9PPA5	O14757;E9PQW7;E9PJI4;E9PKQ3;E7EPP6	CHEK1	Serine/threonine-protein kinase Chk1	476	8	NA	NA
2892	1	Gib-WT	0.136	8.74e-4	0.00248	3452;5571;10580;10849;11490;11783;11811;14808;20775;22079;28186;30200;31081;31151;42765;44497;48247;51742;55193;58572;58783;59954	NA	O14776;G3V220;Q5VWI1	O14776;G3V220	TCERG1	Transcription elongation regulator 1	1098	22	NA	NA
2893	1	Gib-WT	-0.577	9.15e-7	2.22e-5	5130;10666;13498;16108;36730;48907	NA	O14777;I3L4G3	O14777	NDC80	Kinetochore protein NDC80 homolog	642	6	NA	NA
2894	1	Gib-WT	0.206	9.22e-5	4.32e-4	1285;2910;6002;6064;10368;12358;15628;22958;24042;31888;34416;45773;49948;53442;53660;55945;59265	NA	O14802;Q7Z755;R4GMX2	O14802	POLR3A	DNA-directed RNA polymerase III subunit RPC1	1390	16	NA	NA
2895	1	Gib-WT	-0.139	0.00301	0.00694	3417;8193;13032;21127;21576;25253;34095;34716;38856;54807;60620	NA	O14818;H0Y586;A0A087WYS6;Q8TAA3	O14818;H0Y586	PSMA7	Proteasome subunit alpha type-7	248	11	NA	NA
2896	1	Gib-WT	0.204	0.0125	0.0232	4708;7668;7669;13624;14320;33541;38812;49901;51052	NA	O14828	O14828	SCAMP3	Secretory carrier-associated membrane protein 3	347	9	NA	NA
2898	1	Gib-WT	0.0834	0.304	0.366	49194;53833;56484;59908	2724	O14874;H3BTL2;H3BS02;H3BNP3;H3BQP2;H3BUV3	O14874;H3BTL2;H3BS02;H3BNP3	BCKDK	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"	412	4	NA	NA
